93.53328079	0.96113877	2.806750107	0.03235476	0.358148295	80.81	75.836	84.4769	39.4878	36.6529	34.6248	1559.29	1343.43	1198.88	1.1809	0.913154	0.469796	127.472	38.4863	87.3492	59.8671	14.6813	38.9121	3584.07	215.54	1514.15	-1.35809	0.45462	0.885375	3.527680000000000000e+05	2.044512888538983775e-01	1.109068434139919880e-02	0
120.1766941	0.942138929	3.482427343	0.034528273	0.34053762	53.12	64.2531	88.6655	33.1232	35.5471	37.9932	1097.14	1263.59	1443.48	1.06919	0.691802	0.112515	10.4342	108.612	88.6673	16.2093	33.9858	37.99	262.74	1155.04	1443.24	9.69649	-0.619778	0.112852	6.304600000000000000e+04	2.464223842247885154e-01	5.836734030272977373e-03	0
107.90799	0.931738978	2.959876239	0.032183162	0.354210177	108.34	105.825	128.599	36.8619	27.9473	17.1671	1358.8	781.054	294.708	0.446251	-0.00187389	-1.17167	80.4684	60.5081	131.993	77.3422	30.4086	23.1874	5981.82	924.681	537.656	0.111761	0.445252	0.430415	2.248250000000000000e+05	1.638152318949475383e-01	1.910413493566421456e-02	1
112.5416921	0.95800176	3.222129808	0.027304405	0.332049517	75.34	100.25	138.12	38.0249	39.4186	37.1481	1445.89	1553.82	1379.98	1.16238	0.490151	-0.262342	11.7295	121.298	138.12	6.51615	34.9727	37.1477	42.4602	1223.09	1379.95	19.1945	-0.993093	-0.262337	2.745290000000000000e+05	2.402795970700498940e-01	2.402123424021234202e-02	0
35.17379727	0.984652436	3.07732802	0.02783942	0.33763888	154.03	127.533	187.463	38.2261	34.1646	30.2091	1461.23	1167.22	912.589	-0.24532	-0.0392199	-1.55604	74.9707	34.3531	92.5808	77.8394	44.8097	99.1033	6058.97	2007.91	9821.47	0.125058	1.14112	0.300132	2.694840000000000000e+05	8.345395900418913770e-01	2.778388571897093262e-02	1
115.0916389	0.879700671	3.70597903	0.033509634	0.293392517	80.21	92.8986	114.792	28.343	22.0564	12.5858	803.326	486.483	158.402	0.59181	0.434979	0.0516817	19.7855	82.036	114.996	32.7542	41.9672	12.9815	1072.84	1761.24	168.518	3.67883	-0.339005	0.181451	5.658600000000000000e+04	2.276501927573949258e-01	6.620834769359139685e-03	0
154.0306468	0.912114638	3.988050518	0.027791701	0.288752969	84.04	90.0613	106.758	37.651	30.2215	19.3395	1417.6	913.342	374.017	0.543671	0.296607	-0.263578	34.2139	72.2097	109.159	49.101	41.7149	23.419	2410.91	1740.13	548.451	1.62194	-0.0544376	0.390498	7.304000000000000000e+04	2.091723767610345064e-01	5.213822954874432897e-03	0
95.82334619	0.957139214	2.644813638	0.031055823	0.382505877	72.45	97.601	146.42	34.9438	35.7426	30.9753	1221.07	1277.53	959.47	1.09182	0.325665	-0.528206	10.9979	134.46	146.42	13.3977	34.571	30.9753	179.499	1195.15	959.47	11.7202	-1.177	-0.528206	2.588360000000000000e+05	2.270539152855281517e-01	2.160243844224546406e-02	0
87.9581078	0.9398688	2.773282929	0.032968851	0.37454137	74.81	96.6271	134.516	29.366	28.1903	19.7726	862.362	794.695	390.955	0.497216	-0.0620241	-0.560585	11.4385	117.864	134.516	9.18792	36.8501	19.7726	84.4179	1357.93	390.955	16.213	-0.525141	-0.560585	1.789150000000000000e+05	1.855304827932718614e-01	4.043371768570243330e-02	0
137.8400126	0.91137568	3.750370078	0.029454068	0.316981786	73.40	89.9958	115.984	29.8985	28.9585	23.1472	893.923	838.596	535.792	0.25439	-0.0697781	-0.795199	12.0008	99.9302	115.984	3.39543	37.3491	23.1468	11.5289	1394.95	535.775	13.7694	-0.323654	-0.795067	5.954000000000000000e+04	2.006651024555860252e-01	2.055351000017286225e-02	0
91.71220921	0.923848129	2.044702471	0.051097181	0.512223712	72.84	97.5848	134.564	26.5781	24.9191	17.3229	706.395	620.963	300.083	-0.107607	-0.64941	-1.23073	12.1784	121.246	134.564	3.83544	36.7323	17.3229	14.7106	1349.26	300.083	29.0982	0.184589	-1.23073	1.223290000000000000e+05	1.909720660550814075e-01	6.567542338978530139e-03	0
113.6108321	0.910524952	3.790355905	0.030826232	0.300912762	74.63	78.0057	120.461	30.328	25.4662	24.9014	919.786	648.525	620.079	0.398002	0.205097	-0.313595	58.864	105.325	120.461	80.1965	31.6516	24.9014	6431.48	1001.82	620.079	0.775302	-0.120721	-0.313595	4.652900000000000000e+04	1.997472777771080454e-01	8.936510759381113486e-03	0
118.7717073	0.960862975	2.582748169	0.05663688	0.440592189	52.83	62.3538	84.8038	39.371	43.9798	54.8131	1550.08	1934.22	3004.48	1.76081	1.42396	0.850336	13.0204	89.7479	84.8269	19.8499	41.7083	54.7895	394.018	1739.58	3001.89	6.91945	0.0566879	0.851505	2.015490000000000000e+05	2.188364751226195837e-01	6.837383064637940662e-03	1
113.1188614	0.856462911	2.170215637	0.050546073	0.494028262	109.90	127.947	155.609	26.9138	17.548	11.061	724.353	307.933	122.346	-0.243348	-0.374738	-0.555576	13.2502	77.1448	155.609	19.2112	33.0109	11.061	369.071	1089.72	122.346	8.10431	0.368269	-0.555576	2.158610000000000000e+05	1.965815396907030776e-01	5.640999101392136714e-03	0
101.366661	0.940644987	2.894595416	0.033205148	0.374376906	67.12	91.3609	138.608	34.4166	30.2777	20.1551	1184.5	916.738	406.227	0.709192	0.231019	-0.0416373	10.8251	137.334	138.608	11.7935	44.7752	20.1552	139.086	2004.81	406.23	13.3012	-0.58047	-0.0416281	1.456550000000000000e+05	2.302527778451577689e-01	7.188520700147958166e-03	0
132.4880467	0.946539652	2.606236739	0.048634275	0.435726291	81.14	79.2063	96.0467	42.3354	38.198	34.3128	1792.28	1459.09	1177.37	1.52471	1.07721	0.465227	91.5902	60.9329	98.6794	77.7993	23.9022	39.5755	6052.74	571.315	1566.22	-0.1469	-0.127579	0.902668	1.653120000000000000e+05	2.281104621563982693e-01	1.316024021587465509e-02	0
68.55322449	0.954607457	2.803414148	0.035886284	0.366622282	56.86	75.7517	119.673	27.0683	29.4363	24.6609	732.695	866.494	608.158	0.868745	0.446492	0.000547404	9.83958	139.346	119.673	12.5885	32.7	24.6609	158.471	1069.29	608.158	12.6308	-0.722176	0.000547404	2.390580000000000000e+05	2.234867991577526580e-01	2.357327458373935369e-02	0
